"ID","NOME","IDADE","NACIONALIDADE","PONTUACAO_GERAL","POTENCIAL","TIME","VALOR","REMUNERACAO","PERNA_DE_PREFERÊNCIA","REPUTACAO_INTERNACIONAL","POSICAO","CAMISA","CONTRATACAO","EMPRESTADO_DE_","VALIDADE_DO_CONTRATO","ALTURA","PESO","CONTROLE_DE_BOLA","ARRANCADA","AGILIDADE","EQUILÍBRIO","ENERGIA","FORCA"
230274,Dani Rochelinhas,26,Brazil,75,75,Chapecoense,€7M,€17K,Esquerda,1.0,Médio-ofensivo central,21.0,"Jan 1, 2018",,"2021","5'10","165lbs",76.0,81.0,82.0,67.0,71.0,54.0
202115,M. Ostrzolek,28,Germany,75,75,Hannover 96,€5.5M,€29K,Esquerda,2.0,Lateral esquerdo,22.0,"Jul 1, 2017",,"2020","5'10","159lbs",76.0,77.0,77.0,76.0,78.0,65.0
217731,Sandro,22,Spain,75,81,Real Sociedad,€9.5M,€69K,Direita,2.0,Atacante,24.0,,Everton,"Jun 30, 2019","5'9","157lbs",81.0,74.0,82.0,79.0,57.0,66.0
178051,L. Deaux,29,France,75,75,En Avant de Guingamp,€5M,€21K,Direita,2.0,Volante,8.0,"Jul 1, 2016",,"2020","6'2","181lbs",71.0,51.0,58.0,52.0,87.0,80.0
194947,J. Vuković,30,Serbia,75,75,Olympiacos CFP,€4.9M,€1K,Esquerda,1.0,Zagueiro pela esquerda,26.0,"Jul 13, 2017",,"2020","6'5","205lbs",58.0,48.0,40.0,31.0,60.0,89.0
132740,J. Hansen,33,Denmark,75,75,FC Midtjylland,€3.4M,€16K,Direita,1.0,Goleiro,1.0,"Jul 1, 2017",,"2020","6'2","172lbs",35.0,41.0,48.0,64.0,44.0,68.0
216452,Gonçalo Paciência,23,Portugal,75,82,Eintracht Frankfurt,€9.5M,€29K,Direita,1.0,Atacante,39.0,"Jul 12, 2018",,"2022","6'0","183lbs",76.0,62.0,70.0,74.0,75.0,78.0
229764,Córdoba,21,Spain,75,83,Athletic Club de Bilbao,€10M,€18K,Esquerda,1.0,Meio-campista esquerdo avançado,11.0,"Jul 1, 2015",,"2022","5'11","161lbs",75.0,85.0,86.0,78.0,66.0,65.0
190854,P. Pekarík,31,Slovakia,75,75,Hertha BSC,€4.4M,€23K,Direita,2.0,Lateral direito,2.0,"Aug 31, 2012",,"2020","5'9","154lbs",76.0,72.0,73.0,76.0,69.0,65.0
198023,Ximo Navarro,28,Spain,75,75,Deportivo Alavés,€5.5M,€21K,Direita,1.0,Zagueiro pela esquerda,15.0,"Jul 6, 2018",,"2021","5'10","157lbs",72.0,71.0,69.0,72.0,88.0,70.0
179591,Pablo Hernández,33,Spain,75,75,Leeds United,€4M,€40K,Direita,2.0,Meio-campista direito,19.0,"Jan 9, 2017",,"2020","5'8","146lbs",79.0,72.0,79.0,82.0,74.0,55.0
192904,G. Kashia,30,Georgia,75,75,San Jose Earthquakes,€4.9M,€8K,Direita,1.0,Lateral direito recuado,37.0,"Jul 10, 2018",,"2021","6'1","192lbs",67.0,49.0,54.0,58.0,73.0,82.0
165769,Cássio,37,Brazil,75,75,Al Taawoun,€450K,€10K,Direita,1.0,Goleiro,1.0,"Jul 1, 2018",,"2019","6'1","174lbs",22.0,34.0,45.0,45.0,30.0,64.0
172425,S. Bamba,33,Ivory Coast,75,75,Cardiff City,€2.7M,€38K,Direita,1.0,Zagueiro pela esquerda,22.0,"Oct 11, 2016",,"2020","6'3","190lbs",57.0,53.0,32.0,32.0,52.0,89.0
176009,S. Kums,30,Belgium,75,75,RSC Anderlecht,€6M,€19K,Direita,2.0,Meio campista esquerdo,20.0,"Jul 1, 2017",,"2022","5'9","161lbs",78.0,63.0,75.0,78.0,69.0,63.0
224394,Fábio Martins,24,Portugal,75,78,SC Braga,€8.5M,€12K,Direita,1.0,Meio-campista esquerdo,26.0,"Jul 1, 2014",,"2022","5'10","154lbs",79.0,78.0,86.0,77.0,63.0,65.0
188042,M. Suárez,30,Argentina,75,75,Belgrano de Córdoba,€6.5M,€15K,Direita,2.0,Atacante,10.0,"Jul 6, 2016",,"2022","6'0","165lbs",75.0,69.0,74.0,67.0,42.0,65.0
209547,S. Mitrović,28,Serbia,75,76,RC Strasbourg Alsace,€6M,€18K,Direita,1.0,Zagueiro,13.0,"Jul 1, 2018",,"2022","6'2","185lbs",62.0,48.0,46.0,43.0,67.0,78.0
164491,D. Aogo,31,Germany,75,75,VfB Stuttgart,€4.5M,€28K,Esquerda,2.0,Meio campista central,3.0,"Aug 9, 2017",,"2019","6'1","183lbs",74.0,67.0,72.0,66.0,74.0,76.0
210828,B. Engels,23,Belgium,75,82,Stade de Reims,€8M,€14K,Direita,2.0,Lateral direito recuado,2.0,"Aug 31, 2017",,"2021","6'4","187lbs",65.0,53.0,51.0,33.0,69.0,76.0
213388,F. Tait,25,France,75,78,Angers SCO,€8.5M,€23K,Direita,1.0,Meio-campista esquerdo,20.0,"Jul 1, 2016",,"2020","5'9","154lbs",76.0,77.0,74.0,79.0,72.0,51.0
238476,D. Zagadou,19,France,75,85,Borussia Dortmund,€9M,€16K,Esquerda,1.0,Zagueiro,2.0,"Jul 1, 2017",,"2022","6'5","198lbs",54.0,52.0,47.0,34.0,61.0,87.0
188556,M. Diamé,31,Senegal,75,75,Newcastle United,€5.5M,€42K,Direita,2.0,Meio-campista direito,10.0,"Aug 3, 2016",,"2019","6'0","190lbs",74.0,67.0,70.0,69.0,79.0,79.0
205966,A. Younes,24,Germany,75,76,Napoli,€8M,€47K,Direita,2.0,Meio-campista esquerdo avançado,34.0,"Jul 1, 2018",,"2022","5'6","157lbs",84.0,84.0,84.0,92.0,79.0,50.0
210831,B. Verstraete,24,Belgium,75,80,KAA Gent,€7.5M,€16K,Direita,1.0,Meio campista esquerdo,6.0,"Jan 17, 2017",,"2020","5'9","150lbs",70.0,79.0,81.0,75.0,87.0,71.0
211856,K. Akpoguma,23,Germany,75,81,TSG 1899 Hoffenheim,€8M,€24K,Direita,1.0,Lateral direito recuado,25.0,"Jul 1, 2013",,"2021","6'4","187lbs",63.0,69.0,54.0,51.0,67.0,78.0
219792,B. Santamaria,23,France,75,80,Angers SCO,€7.5M,€17K,Direita,1.0,Meio campista esquerdo,18.0,"Jul 1, 2016",,"2020","6'0","161lbs",78.0,63.0,73.0,69.0,75.0,63.0
46736,E. Moretti,37,Italy,75,75,Torino,€900K,€24K,Esquerda,2.0,Zagueiro pela esquerda,24.0,"Jul 11, 2013",,"2019","6'0","170lbs",64.0,48.0,48.0,65.0,39.0,68.0
193425,H. Behrens,28,Germany,75,75,"1. FC Nürnberg",€6.5M,€24K,Direita,1.0,Zagueiro pela direita,18.0,"Jul 1, 2015",,"2021","6'2","181lbs",73.0,67.0,66.0,62.0,92.0,79.0
215698,M. Maignan,22,France,75,83,LOSC Lille,€7.5M,€18K,Direita,1.0,Goleiro,16.0,"Aug 18, 2015",,"2022","6'3","196lbs",24.0,44.0,39.0,55.0,28.0,76.0
231826,Y. Karamoh,19,France,75,85,FC Girondins de Bordeaux,€10.5M,€24K,Direita,1.0,Meio-campista direito,8.0,,Inter,"Jun 30, 2019","6'1","170lbs",79.0,84.0,73.0,65.0,72.0,61.0
192146,V. Ignatiev,31,Russia,75,75,Lokomotiv Moscow,€4.4M,€1K,Direita,1.0,Lateral direito,20.0,"Feb 10, 2016",,"2019","5'11","159lbs",75.0,82.0,70.0,68.0,74.0,65.0
208787,A. Thomasson,24,France,75,77,RC Strasbourg Alsace,€8M,€16K,Direita,1.0,Meio-campista esquerdo,26.0,"Jul 1, 2018",,"2021","5'10","159lbs",77.0,68.0,76.0,83.0,67.0,54.0
212883,D. Amartey,23,Ghana,75,79,Leicester City,€7M,€43K,Direita,1.0,Lateral direito,18.0,"Feb 5, 2016",,"2019","6'1","174lbs",70.0,70.0,65.0,66.0,86.0,82.0
152211,R. Özcan,34,Austria,75,75,Bayer 04 Leverkusen,€2.7M,€36K,Esquerda,1.0,Goleiro,28.0,"Jul 1, 2016",,"2019","6'0","172lbs",14.0,52.0,48.0,36.0,36.0,72.0
203668,A. Donnarumma,27,Italy,75,75,Brescia,€7M,€6K,Direita,1.0,Atacante pela esquerda,9.0,"Jul 14, 2018",,"2022","5'11","165lbs",72.0,82.0,77.0,66.0,78.0,64.0
199829,Timor,28,Spain,75,75,UD Las Palmas,€5.5M,€11K,Esquerda,1.0,Meio campista esquerdo,12.0,"Aug 31, 2018",,"2022","6'1","176lbs",72.0,53.0,53.0,62.0,75.0,76.0
211093,C. McGregor,25,Scotland,75,78,Celtic,€8.5M,€44K,Esquerda,1.0,Volante,6.0,"Jul 7, 2009",,"2021","5'9","163lbs",77.0,82.0,86.0,84.0,90.0,67.0
219797,R. Martínez,24,Colombia,75,81,Club América,€9.5M,€50K,Direita,1.0,Atacande pela direita,9.0,"Jul 2, 2018",,"2023","5'11","187lbs",76.0,78.0,76.0,66.0,65.0,81.0
244373,V. Buyalskyi,25,Ukraine,75,80,Dynamo Kyiv,€8.5M,€1K,Direita,1.0,Lateral esquerdo recuado,29.0,"Jul 1, 2010",,"2023","5'7","134lbs",73.0,70.0,86.0,88.0,78.0,34.0
184469,H. Arter,28,Republic of Ireland,75,75,Cardiff City,€6.5M,€55K,Esquerda,1.0,Meio campista central,22.0,,Bournemouth,"Jun 30, 2019","5'9","154lbs",75.0,65.0,71.0,75.0,71.0,69.0
208534,A. Mawson,24,England,75,84,Fulham,€9M,€38K,Direita,1.0,Zagueiro pela esquerda,26.0,"Aug 2, 2018",,"2022","6'2","192lbs",65.0,57.0,47.0,49.0,56.0,83.0
227222,F. Guilbert,23,France,75,84,Stade Malherbe Caen,€9M,€17K,Direita,1.0,Lateral direito,21.0,"Jul 28, 2017",,"2021","5'10","154lbs",71.0,70.0,61.0,73.0,78.0,76.0
229270,M. Lemos,22,Uruguay,75,80,Sassuolo,€7.5M,€9K,Direita,1.0,Zagueiro,4.0,,UD Las Palmas,"Jun 30, 2019","6'2","187lbs",75.0,65.0,67.0,61.0,65.0,74.0
202135,S. Sturaro,25,Italy,75,78,Sporting CP,€8M,€71K,Direita,2.0,Meio campista central,14.0,,Juventus,"Jun 30, 2019","5'11","176lbs",77.0,74.0,74.0,67.0,80.0,78.0
208535,A. Duncan,25,Ghana,75,80,Sassuolo,€8.5M,€42K,Esquerda,2.0,Meio campista esquerdo,32.0,"Jun 30, 2016",,"2020","5'10","172lbs",74.0,77.0,73.0,70.0,80.0,72.0
215703,Marlon,22,Brazil,75,82,Sassuolo,€8M,€34K,Direita,1.0,Lateral direito recuado,2.0,"Aug 16, 2018",,"2020","6'0","176lbs",72.0,63.0,60.0,59.0,66.0,78.0
187800,M. Isla,30,Chile,75,75,Fenerbahçe SK,€4.8M,€48K,Direita,2.0,Lateral direito,4.0,"Jul 21, 2017",,"2020","5'9","165lbs",73.0,80.0,84.0,78.0,79.0,68.0
225945,Thiago Maia,21,Brazil,75,82,LOSC Lille,€8M,€19K,Esquerda,1.0,Volante,20.0,"Jul 25, 2017",,"2022","5'10","174lbs",74.0,69.0,60.0,64.0,75.0,74.0
230042,Y. Aït Bennasser,21,Morocco,75,83,AS Monaco,€10M,€39K,Direita,1.0,Meio campista central,15.0,"Jul 1, 2016",,"2021","6'0","165lbs",80.0,73.0,76.0,68.0,70.0,67.0
176794,O. Toivonen,31,Sweden,75,75,Melbourne Victory,€6M,€11K,Direita,2.0,Atacante pela esquerda,11.0,"Aug 31, 2018",,"2020","6'4","172lbs",76.0,51.0,64.0,51.0,76.0,78.0
189338,J. Urretaviscaya,28,Uruguay,75,75,Monterrey,€6.5M,€46K,Direita,1.0,Meio-campista direito avançado,10.0,"Jan 1, 2018",,"2019","5'8","146lbs",76.0,84.0,77.0,73.0,72.0,60.0
237211,Yuri Ribeiro,21,Portugal,75,81,SL Benfica,€7.5M,€8K,Esquerda,1.0,Lateral esquerdo,15.0,"Jan 1, 2017",,"2021","5'10","163lbs",76.0,78.0,79.0,78.0,77.0,64.0
194203,N. Tomović,30,Serbia,75,75,Chievo Verona,€4.9M,€15K,Direita,2.0,Lateral direito,40.0,"Jul 16, 2018",,"2021","6'0","174lbs",68.0,68.0,66.0,66.0,69.0,77.0
183966,F. Roncaglia,31,Argentina,75,75,RC Celta,€4.5M,€20K,Direita,2.0,Zagueiro,24.0,"Jul 12, 2016",,"2020","5'10","168lbs",69.0,61.0,65.0,69.0,65.0,72.0
215199,R. Botta,28,Argentina,75,75,San Lorenzo de Almagro,€6.5M,€21K,Esquerda,1.0,Meio-campista direito,19.0,"Feb 2, 2017",,"2020","5'9","157lbs",75.0,78.0,81.0,73.0,72.0,67.0
225439,R. Mandragora,21,Italy,75,85,Udinese,€10.5M,€18K,Esquerda,1.0,Meio campista esquerdo,38.0,"Jul 26, 2018",,"2023","6'0","168lbs",75.0,54.0,73.0,74.0,76.0,77.0
186783,A. Adomah,30,Ghana,75,75,Aston Villa,€6.5M,€20K,Direita,1.0,Meio-campista direito,37.0,"Aug 31, 2016",,"2020","6'0","163lbs",74.0,86.0,74.0,62.0,74.0,68.0
235424,D. Samassékou,22,Mali,75,85,FC Red Bull Salzburg,€9.5M,€26K,Direita,1.0,Meio campista central,8.0,"Aug 17, 2015",,"2021","5'10","150lbs",73.0,68.0,77.0,77.0,80.0,67.0
191648,M. Yoshida,29,Japan,75,75,Southampton,€5M,€40K,Direita,1.0,Zagueiro,3.0,"Aug 30, 2012",,"2020","6'2","172lbs",66.0,58.0,65.0,57.0,66.0,76.0
193440,N. Viergever,28,Netherlands,75,75,PSV,€5.5M,€15K,Esquerda,1.0,Zagueiro pela esquerda,4.0,"Jul 1, 2018",,"2022","6'0","170lbs",67.0,67.0,65.0,67.0,85.0,74.0
198817,R. Amalfitano,28,France,75,75,Dijon FCO,€6.5M,€15K,Direita,1.0,Zagueiro pela direita,20.0,"Jul 1, 2014",,"2021","5'9","157lbs",74.0,67.0,68.0,74.0,78.0,46.0
211361,D. Cataldi,23,Italy,75,79,Lazio,€8.5M,€35K,Direita,2.0,Meio campista central,32.0,"Jul 1, 2011",,"2020","5'11","154lbs",77.0,74.0,73.0,75.0,68.0,65.0
241827,Martín,22,Spain,75,80,Deportivo Alavés,€7.5M,€17K,Direita,1.0,Lateral direito,21.0,"Jul 1, 2014",,"2022","5'10","159lbs",75.0,74.0,69.0,67.0,77.0,60.0
194979,Tiago Pinto,30,Portugal,75,75,MKE Ankaragücü,€4.8M,€19K,Esquerda,1.0,Lateral esquerdo,8.0,"Jul 16, 2018",,"2021","5'10","154lbs",76.0,86.0,84.0,77.0,82.0,64.0
211108,Fernandinho,25,Brazil,75,78,Chongqing Dangdai Lifan FC SWM Team,€8.5M,€10K,Esquerda,1.0,Médio-ofensivo central,32.0,"Jan 8, 2016",,"2019","5'9","143lbs",77.0,80.0,72.0,79.0,78.0,66.0
214692,C. Cueva,26,Peru,75,75,,€0,€0,Direita,1.0,Meio-campista esquerdo,8.0,,,,"5'6","134lbs",76.0,84.0,81.0,82.0,63.0,48.0
230564,M. Gaćinović,23,Serbia,75,81,Eintracht Frankfurt,€9M,€26K,Direita,1.0,Meio campista central,11.0,"Aug 12, 2015",,"2021","5'9","152lbs",79.0,78.0,90.0,79.0,77.0,53.0
232869,G. Shoji,25,Japan,75,80,Kashima Antlers,€7.5M,€11K,Direita,1.0,Zagueiro pela esquerda,3.0,"Jan 1, 2011",,"2021","6'0","163lbs",57.0,75.0,52.0,69.0,82.0,79.0
138918,L. Rigoni,33,Italy,75,75,Parma,€3.9M,€37K,Direita,2.0,Meio campista esquerdo,32.0,"Aug 19, 2018",,"2019","6'1","168lbs",75.0,67.0,62.0,58.0,74.0,70.0
205478,M. Krmenčík,25,Czech Republic,75,80,Viktoria Plzeň,€9M,€1K,Direita,1.0,Atacante,11.0,"Jul 1, 2010",,"2021","6'3","198lbs",71.0,72.0,70.0,57.0,65.0,84.0
216742,M. Mevlja,28,Slovenia,75,77,,€0,€0,Direita,1.0,Zagueiro pela esquerda,4.0,,,,"6'3","183lbs",58.0,71.0,65.0,52.0,71.0,81.0
169638,C. Daniels,31,England,75,75,Bournemouth,€4.4M,€49K,Esquerda,1.0,Lateral esquerdo,11.0,"Jan 1, 2012",,"2020","5'10","165lbs",74.0,74.0,70.0,72.0,73.0,68.0
202151,K. Stafylidis,24,Greece,75,79,FC Augsburg,€7M,€18K,Esquerda,1.0,Lateral esquerdo,3.0,"Aug 20, 2015",,"2019","5'10","170lbs",75.0,76.0,73.0,75.0,70.0,72.0
226215,Sabin Merino,26,Spain,75,76,CD Leganés,€8M,€23K,Direita,1.0,Meio-campista esquerdo avançado,18.0,,Athletic Club de Bilbao,"Jun 30, 2019","6'2","165lbs",76.0,69.0,61.0,44.0,53.0,66.0
202408,A. Flint,28,England,75,76,Middlesbrough,€6M,€47K,Direita,1.0,Zagueiro pela esquerda,24.0,"Jun 27, 2018",,"2022","6'6","183lbs",57.0,47.0,31.0,27.0,69.0,90.0
235944,Brais Méndez,21,Spain,75,84,RC Celta,€10.5M,€16K,Esquerda,1.0,Meio-campista direito,23.0,"Jul 1, 2015",,"2021","6'2","172lbs",80.0,71.0,70.0,52.0,70.0,70.0
225193,Merino,22,Spain,75,84,Real Sociedad,€10M,€22K,Esquerda,1.0,Meio campista central,8.0,"Jul 12, 2018",,"2023","6'1","183lbs",78.0,61.0,64.0,60.0,68.0,74.0
176553,S. Missiroli,32,Italy,75,75,SPAL,€5M,€15K,Direita,2.0,Meio-campista direito,6.0,"Aug 17, 2018",,"2021","6'3","170lbs",77.0,66.0,63.0,36.0,76.0,62.0
202410,Serantes,28,Spain,75,77,CD Leganés,€5.5M,€21K,Direita,1.0,Goleiro,13.0,"Jul 3, 2015",,"2020","6'0","159lbs",25.0,55.0,58.0,41.0,44.0,52.0
229034,V. Guzmán,23,Mexico,75,80,Pachuca,€9M,€24K,Direita,1.0,Meio-campista direito,5.0,"Jul 1, 2014",,"2023","5'9","172lbs",74.0,75.0,72.0,74.0,81.0,64.0
178090,D. Biseswar,30,Netherlands,75,75,PAOK,€6.5M,€1K,Direita,1.0,Meio-campista esquerdo,21.0,"Jul 1, 2016",,"2019","5'9","174lbs",76.0,74.0,77.0,80.0,63.0,63.0
214955,E. Mas,29,Argentina,75,75,Boca Juniors,€5M,€21K,Esquerda,1.0,Lateral esquerdo,3.0,"Jan 4, 2018",,"2021","5'11","179lbs",74.0,78.0,73.0,64.0,87.0,76.0
179884,Nuno Pinto,31,Portugal,75,75,Vitória de Setúbal,€4.4M,€7K,Esquerda,1.0,Lateral esquerdo,21.0,"Jul 3, 2015",,"2020","5'8","143lbs",74.0,76.0,78.0,76.0,82.0,60.0
216749,Carlos Mané,24,Portugal,75,81,Sporting CP,€9M,€11K,Direita,1.0,Meio-campista direito,18.0,"Jul 1, 2012",,"2020","5'8","148lbs",74.0,84.0,89.0,90.0,63.0,37.0
229037,Borja Valle,25,Spain,75,78,Deportivo de La Coruña,€8.5M,€11K,Direita,1.0,Atacante,19.0,"Jul 1, 2016",,"2020","5'10","159lbs",76.0,73.0,74.0,59.0,72.0,65.0
168621,Zeca,29,Greece,75,75,FC København,€6.5M,€21K,Direita,1.0,Lateral esquerdo recuado,8.0,"Aug 28, 2017",,"2021","6'0","148lbs",74.0,75.0,74.0,76.0,90.0,70.0
189357,C. Toselli,30,Chile,75,75,CD Everton de Viña del Mar,€4.3M,€4K,Direita,1.0,Goleiro,1.0,"Jul 17, 2018",,"2019","6'0","165lbs",33.0,56.0,45.0,40.0,44.0,70.0
200110,M. Bizot,27,Netherlands,75,78,AZ Alkmaar,€5.5M,€11K,Direita,1.0,Goleiro,23.0,"Jul 1, 2017",,"2021","6'4","187lbs",32.0,45.0,50.0,40.0,32.0,64.0
207790,K. Ayhan,23,Turkey,75,80,Fortuna Düsseldorf,€7.5M,€22K,Direita,1.0,Zagueiro,18.0,"Aug 31, 2016",,"2021","6'0","185lbs",68.0,65.0,67.0,64.0,68.0,77.0
210862,Ricardo Ferreira,25,Portugal,75,79,SC Braga,€7M,€12K,Direita,1.0,Zagueiro,24.0,"Jul 1, 2015",,"2019","6'3","168lbs",61.0,50.0,51.0,49.0,60.0,77.0
183982,N. Roux,30,France,75,75,En Avant de Guingamp,€6.5M,€24K,Direita,2.0,Atacante,26.0,"Jul 1, 2018",,"2020","6'0","179lbs",74.0,69.0,69.0,76.0,66.0,76.0
212911,Hernâni,26,Portugal,75,75,FC Porto,€7M,€13K,Esquerda,2.0,Meio-campista direito,7.0,"Feb 2, 2015",,"2019","5'10","152lbs",77.0,92.0,86.0,70.0,60.0,59.0
199601,M. Çağıran,25,Turkey,75,79,Çaykur Rizespor,€7M,€13K,Direita,1.0,Volante,35.0,"Jul 1, 2015",,"2022","5'11","181lbs",75.0,69.0,69.0,61.0,79.0,78.0
136113,W. Morgan,34,Jamaica,75,75,Leicester City,€2M,€50K,Direita,2.0,Lateral direito recuado,5.0,"Jan 30, 2012",,"2019","6'1","223lbs",61.0,30.0,28.0,48.0,50.0,87.0
220337,J. Alonso,25,Paraguay,75,80,RC Celta,€7.5M,€25K,Esquerda,1.0,Lateral esquerdo,13.0,,LOSC Lille,"Jun 30, 2019","6'0","181lbs",68.0,64.0,66.0,62.0,76.0,85.0
188337,M. Wakaso,27,Ghana,75,75,Deportivo Alavés,€7M,€22K,Esquerda,1.0,Meio campista central,22.0,"Jul 17, 2017",,"2020","5'7","159lbs",76.0,87.0,81.0,85.0,81.0,74.0
245682,K. Traoré,26,Ivory Coast,75,75,,€0,€0,Esquerda,1.0,Médio-ofensivo central,8.0,,,,"5'10","165lbs",76.0,81.0,82.0,67.0,71.0,54.0
206003,Y. Mvogo,24,Switzerland,75,80,RB Leipzig,€6.5M,€25K,Direita,1.0,Goleiro,28.0,"Jul 1, 2017",,"2021","6'3","198lbs",27.0,43.0,58.0,57.0,28.0,74.0
230323,Kaíquão Castro,34,Brazil,75,75,Fluminense,€2.7M,€20K,Direita,1.0,Goleiro,22.0,"Jan 1, 2018",,"2021","6'3","194lbs",21.0,34.0,31.0,41.0,41.0,81.0
245683,K. Fofana,26,Ivory Coast,75,75,,€0,€0,Direita,1.0,Atacante,22.0,,,,"6'2","179lbs",75.0,59.0,63.0,60.0,83.0,77.0
211124,P. Hurtado,27,Peru,75,75,Atiker Konyaspor,€7M,€18K,Direita,1.0,Médio-ofensivo central,16.0,"Aug 6, 2018",,"2021","5'9","159lbs",76.0,80.0,75.0,73.0,65.0,59.0
214196,D. Bocanegra,31,Colombia,75,75,Atlético Nacional,€4.4M,€6K,Direita,1.0,Lateral direito,2.0,"Aug 11, 2013",,"2019","6'0","168lbs",72.0,69.0,59.0,56.0,87.0,74.0
227508,Melero,24,Spain,75,81,SD Huesca,€8M,€17K,Direita,1.0,Meio-campista direito,8.0,"Jul 27, 2016",,"2020","6'0","170lbs",75.0,59.0,61.0,67.0,73.0,69.0
194996,Borja Bastón,25,Spain,75,78,Deportivo Alavés,€8.5M,€29K,Direita,2.0,Atacante,18.0,,Swansea City,"Jun 30, 2019","6'3","181lbs",74.0,51.0,62.0,34.0,63.0,91.0
198581,O. Murillo,30,Colombia,75,75,Pachuca,€4.9M,€25K,Esquerda,1.0,Zagueiro pela esquerda,23.0,"Jan 1, 2016",,"2022","6'0","170lbs",56.0,66.0,54.0,43.0,66.0,83.0
202934,O. Onazi,25,Nigeria,75,78,Trabzonspor,€7M,€25K,Direita,1.0,Zagueiro pela direita,20.0,"Aug 3, 2016",,"2020","5'8","161lbs",75.0,83.0,90.0,91.0,85.0,68.0
209846,C. Günter,25,Germany,75,76,SC Freiburg,€6.5M,€20K,Esquerda,2.0,Lateral esquerdo,30.0,"Jul 1, 2012",,"2022","6'0","183lbs",68.0,73.0,67.0,63.0,85.0,76.0
211382,I. Amadou,25,France,75,80,Sevilla FC,€7.5M,€14K,Direita,2.0,Volante,5.0,"Jul 2, 2018",,"2022","6'0","179lbs",68.0,69.0,63.0,68.0,77.0,82.0
222390,Unai López,22,Spain,75,82,Athletic Club de Bilbao,€9M,€19K,Direita,1.0,Meio campista central,23.0,"Jul 1, 2013",,"2022","5'7","154lbs",76.0,74.0,75.0,89.0,79.0,54.0
225719,K. Iheanacho,21,Nigeria,75,83,Leicester City,€10M,€45K,Esquerda,1.0,Atacante,8.0,"Aug 3, 2017",,"2022","6'0","176lbs",76.0,78.0,72.0,68.0,69.0,70.0
232119,C. Söyüncü,22,Turkey,75,83,Leicester City,€8.5M,€43K,Direita,1.0,Zagueiro pela esquerda,6.0,"Aug 9, 2018",,"2023","6'1","181lbs",59.0,67.0,64.0,58.0,67.0,78.0
213689,B. Pearson,23,England,75,81,Preston North End,€8M,€12K,Direita,1.0,Zagueiro pela direita,4.0,"Jan 11, 2016",,"2020","5'9","157lbs",71.0,71.0,70.0,75.0,90.0,78.0
211899,F. Niederlechner,27,Germany,75,75,SC Freiburg,€7M,€25K,Direita,1.0,Atacante,7.0,"May 3, 2017",,"2020","6'2","190lbs",68.0,68.0,67.0,62.0,77.0,78.0
205756,S. Denswil,25,Netherlands,75,79,Club Brugge KV,€7M,€19K,Esquerda,1.0,Zagueiro pela esquerda,24.0,"Jan 5, 2015",,"2020","6'1","179lbs",68.0,45.0,60.0,53.0,64.0,85.0
142780,G. Rodríguez,34,Argentina,75,75,San Lorenzo de Almagro,€2M,€18K,Direita,2.0,Zagueiro pela esquerda,2.0,"Jul 10, 2017",,"2020","6'0","174lbs",67.0,62.0,64.0,58.0,66.0,78.0
161468,P. Guiñazú,39,Argentina,75,75,Club Atlético Talleres,€450K,€10K,Esquerda,1.0,Meio campista esquerdo,5.0,"Jan 20, 2016",,"2019","5'9","150lbs",70.0,58.0,56.0,77.0,89.0,79.0
220093,H. Hateboer,24,Netherlands,75,80,Atalanta,€9M,€22K,Direita,1.0,Meio-campista direito,33.0,"Jan 31, 2017",,"2020","6'2","163lbs",75.0,76.0,64.0,64.0,86.0,72.0
215998,I. Fernández,28,Argentina,75,75,River Plate,€6.5M,€23K,Esquerda,1.0,Meio-campista direito,26.0,"Jan 12, 2016",,"2021","6'0","148lbs",75.0,75.0,74.0,66.0,82.0,70.0
231102,L. Blas,20,France,75,84,En Avant de Guingamp,€10.5M,€16K,Esquerda,1.0,Lateral esquerdo recuado,7.0,"Jul 1, 2015",,"2021","5'11","161lbs",79.0,84.0,79.0,74.0,63.0,60.0
235454,M. Sarr,19,France,75,84,OGC Nice,€8.5M,€11K,Esquerda,1.0,Zagueiro pela esquerda,23.0,"Jul 1, 2016",,"2021","6'0","161lbs",67.0,74.0,74.0,70.0,79.0,79.0
146111,Mikel Rico,33,Spain,75,75,Athletic Club de Bilbao,€3.9M,€21K,Direita,1.0,Meio campista central,17.0,"Aug 22, 2013",,"2019","5'10","165lbs",70.0,54.0,68.0,73.0,79.0,76.0
234943,F. Neuhaus,21,Germany,75,85,Borussia Mönchengladbach,€10.5M,€19K,Direita,1.0,Meio-campista direito,32.0,"Jul 1, 2017",,"2022","6'0","163lbs",78.0,74.0,78.0,75.0,75.0,58.0
124607,S. İnan,33,Turkey,75,75,Galatasaray SK,€3.9M,€47K,Direita,2.0,Zagueiro pela direita,8.0,"Jul 14, 2011",,"2019","6'0","163lbs",78.0,55.0,58.0,61.0,66.0,65.0
149184,C. Maggio,36,Italy,75,75,Benevento,€775K,€4K,Direita,2.0,Lateral direito,11.0,"Jul 6, 2018",,"2020","6'0","174lbs",77.0,68.0,74.0,68.0,79.0,77.0
196801,Mexer,29,Mozambique,75,75,Stade Rennais FC,€5M,€28K,Direita,2.0,Zagueiro pela esquerda,4.0,"Jul 1, 2014",,"2019","6'2","174lbs",69.0,52.0,66.0,64.0,74.0,79.0
